Item name: Decay

Real time: 32.533
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
1345	1006
1346	970
1347	951
1348	978
1349	977
1350	910
1351	935
1352	917
1353	923
1354	960
1355	916
1356	948
1357	860
1358	884
1359	855
1360	843
1361	902
1362	868
1363	841
1364	810
1365	800
1366	882
1367	850
1368	845
1369	840
1370	835
1371	883
1372	832
1373	828
1374	825
1375	797
1376	792
1377	804
1378	760
1379	814
1380	771
1381	768
1382	762
1383	782
1384	753
1385	802
1386	768
1387	744
1388	769
1389	794
1390	747
1391	705
1392	751
1393	709
1394	726
1395	717
1396	687
1397	720
1398	708
1399	639
1400	630
1401	686
1402	659
1403	696
1404	630
1405	648
1406	649
1407	657
1408	659
1409	644
1410	630
1411	631
1412	560
1413	632
1414	605
1415	605
1416	583
1417	577
1418	605
1419	584
1420	614
1421	598
1422	566
1423	563
1424	546
1425	575
1426	562
1427	520
1428	561
1429	565
1430	514
1431	513
1432	555
1433	559
1434	543
1435	531
1436	519
1437	525
1438	496
1439	544
1440	551
1441	545
1442	491
1443	553
1444	513
1445	504
1446	503
1447	533
1448	463
1449	509
1450	504
1451	419
1452	493
1453	492
1454	436
1455	502
1456	501
1457	467
1458	494
1459	439
1460	459
1461	450
1462	478
1463	471
1464	406
1465	443
1466	477
1467	460
1468	444
1469	416
1470	398
1471	406
1472	443
1473	413
1474	434
1475	420
1476	414
1477	386
1478	388
1479	364
1480	414
1481	375
1482	380
1483	375
1484	359
1485	373
1486	389
1487	384
1488	330
1489	379
1490	390
1491	359
1492	360
1493	329
1494	379
1495	374
1496	388
1497	369
1498	341
1499	351
1500	382
1501	378
1502	343
1503	368
1504	367
1505	381
1506	346
1507	316
1508	364
1509	322
1510	318
1511	313
1512	339
1513	339
1514	330
1515	326
1516	320
1517	337
1518	319
1519	300
1520	301
1521	315
1522	320
1523	333
1524	320
1525	309
1526	297
1527	251
1528	286
1529	311
1530	309
1531	265
1532	276
1533	261
1534	280
1535	287
1536	270
1537	287
1538	253
1539	292
1540	266
1541	273
1542	287
1543	276
1544	246
1545	302
1546	238
1547	266
1548	292
1549	247
1550	256
1551	249
1552	280
1553	270
1554	231
1555	244
1556	252
1557	231
1558	258
1559	219
1560	226
1561	255
1562	251
1563	266
1564	217
1565	242
1566	230
1567	236
1568	248
1569	232
1570	224
1571	241
1572	239
1573	252
1574	244
1575	207
1576	211
1577	194
1578	234
1579	235
1580	208
1581	233
1582	211
1583	189
1584	204
1585	213
1586	219
1587	207
1588	186
1589	212
1590	224
1591	203
1592	197
1593	189
1594	189
