Item name: Decay VV

Real time: 10
Live time: 0
Time calibration: 2.743484E-02ns/ch

Comment: 


Chan	Data
2180	20
2181	22
2182	26
2183	14
2184	21
2185	19
2186	19
2187	21
2188	25
2189	22
2190	25
2191	22
2192	25
2193	25
2194	26
2195	19
2196	24
2197	14
2198	21
2199	27
2200	23
2201	26
2202	25
2203	23
2204	17
2205	21
2206	14
2207	13
2208	12
2209	25
2210	15
2211	22
2212	16
2213	23
2214	24
2215	17
2216	25
2217	21
2218	18
2219	17
2220	23
2221	27
2222	22
2223	23
2224	15
2225	19
2226	17
2227	25
2228	25
2229	23
2230	19
2231	12
2232	17
2233	12
2234	21
2235	24
2236	26
2237	27
2238	19
2239	22
2240	20
2241	18
2242	23
2243	23
2244	17
2245	20
2246	18
2247	16
2248	21
2249	16
2250	15
2251	21
2252	13
2253	13
2254	29
2255	19
2256	18
2257	20
2258	16
2259	21
2260	18
2261	13
2262	19
2263	23
2264	21
2265	17
2266	8
2267	26
2268	11
2269	23
2270	14
2271	15
2272	14
2273	23
2274	23
2275	17
2276	14
2277	27
2278	23
2279	12
2280	16
2281	18
2282	24
2283	23
2284	20
2285	14
2286	18
2287	14
2288	18
2289	19
2290	17
2291	21
2292	24
2293	18
2294	24
2295	18
2296	19
2297	22
2298	21
2299	20
2300	12
2301	31
2302	19
2303	16
2304	15
2305	21
2306	13
2307	16
2308	12
2309	24
2310	26
2311	23
2312	9
2313	20
2314	28
2315	19
2316	22
2317	16
2318	15
2319	19
2320	16
2321	12
2322	17
2323	16
2324	21
2325	22
2326	15
2327	16
2328	11
2329	12
2330	17
2331	18
2332	10
2333	9
2334	21
2335	20
2336	23
2337	14
2338	14
2339	16
2340	20
2341	13
2342	16
2343	14
2344	20
2345	21
2346	18
2347	25
2348	18
2349	13
2350	14
2351	13
2352	24
2353	18
2354	12
2355	20
2356	19
2357	17
2358	20
2359	16
2360	8
2361	13
2362	19
2363	25
2364	14
2365	15
2366	15
2367	13
2368	14
2369	12
2370	16
2371	14
2372	20
2373	25
2374	16
2375	18
2376	16
2377	22
2378	17
2379	10
2380	25
2381	12
2382	18
2383	15
2384	10
2385	18
2386	23
2387	8
2388	9
2389	12
2390	20
2391	16
2392	11
2393	9
2394	20
2395	16
2396	20
2397	10
2398	17
2399	16
2400	11
2401	20
2402	14
2403	21
2404	13
2405	19
2406	21
2407	18
2408	22
2409	14
2410	13
2411	21
2412	11
2413	18
2414	17
2415	17
2416	13
2417	7
2418	12
2419	15
2420	17
2421	17
2422	9
2423	14
2424	14
2425	11
2426	14
2427	19
2428	19
2429	20
2430	13
2431	13
2432	20
2433	14
2434	15
2435	12
2436	14
2437	21
2438	14
2439	19
2440	24
2441	23
2442	11
2443	7
2444	20
2445	17
2446	17
2447	14
2448	16
2449	24
2450	16
2451	19
2452	19
2453	12
2454	21
2455	15
2456	16
2457	17
2458	14
2459	12
2460	11
2461	19
2462	15
2463	11
2464	20
2465	10
2466	4
2467	18
2468	10
2469	18
2470	9
2471	12
2472	16
2473	16
2474	18
2475	16
2476	18
2477	23
2478	7
2479	12
2480	21
2481	20
2482	13
2483	15
2484	6
2485	19
2486	14
2487	16
2488	18
2489	19
2490	9
2491	17
2492	18
2493	18
2494	19
2495	15
2496	10
2497	14
2498	19
2499	16
2500	11
2501	16
2502	12
2503	13
2504	18
2505	13
2506	14
2507	14
2508	15
2509	7
2510	14
2511	13
2512	14
2513	13
2514	16
2515	14
2516	16
2517	13
2518	8
2519	11
2520	14
2521	19
2522	13
2523	15
2524	22
2525	23
2526	11
2527	15
2528	9
2529	15
2530	15
2531	16
2532	19
2533	14
2534	18
2535	11
2536	18
2537	12
2538	12
2539	13
2540	14
2541	19
2542	15
2543	21
2544	15
2545	19
2546	8
2547	12
2548	14
2549	13
2550	12
2551	18
2552	14
2553	13
2554	16
2555	11
2556	14
2557	21
2558	10
2559	14
2560	15
2561	16
2562	13
2563	15
2564	17
2565	10
2566	12
2567	20
2568	16
2569	12
2570	12
2571	16
2572	13
2573	19
2574	14
2575	8
2576	11
2577	18
2578	17
2579	16
2580	11
2581	11
2582	11
2583	15
2584	9
2585	10
2586	18
2587	5
2588	15
2589	18
2590	14
2591	11
2592	16
2593	14
2594	14
2595	14
2596	16
2597	15
2598	15
2599	18
2600	10
2601	14
2602	19
2603	17
2604	11
2605	12
2606	20
2607	10
2608	13
2609	16
2610	11
2611	15
2612	17
2613	9
2614	15
2615	10
2616	11
2617	11
2618	17
2619	17
2620	9
2621	18
2622	18
2623	19
2624	21
2625	16
2626	7
2627	17
2628	14
2629	13
2630	14
2631	19
2632	17
2633	13
2634	15
2635	20
2636	15
2637	14
2638	16
2639	18
2640	12
2641	15
2642	12
2643	8
2644	10
2645	14
2646	7
2647	14
2648	20
2649	11
2650	18
2651	11
2652	12
2653	18
2654	19
2655	11
2656	8
2657	13
2658	16
2659	15
2660	13
2661	11
2662	16
2663	13
2664	9
2665	11
2666	20
2667	7
2668	13
2669	15
2670	16
2671	20
2672	15
2673	16
2674	13
2675	12
2676	15
2677	7
2678	17
2679	12
2680	11
2681	8
2682	18
2683	21
2684	13
2685	14
2686	17
2687	13
2688	7
2689	19
2690	13
2691	10
2692	13
2693	19
2694	7
2695	11
2696	5
2697	13
2698	12
2699	14
2700	15
2701	6
2702	14
2703	12
2704	13
2705	17
2706	11
2707	13
2708	11
2709	11
2710	9
2711	8
2712	18
2713	11
2714	14
2715	10
2716	9
2717	10
2718	12
2719	12
2720	12
2721	13
2722	15
2723	12
2724	13
2725	7
2726	16
2727	13
2728	13
2729	19
2730	18
2731	15
2732	9
2733	14
2734	14
2735	13
2736	10
2737	13
2738	12
2739	19
2740	11
2741	9
2742	9
2743	19
2744	13
2745	11
2746	10
2747	12
2748	11
2749	14
2750	8
2751	10
2752	14
2753	13
2754	12
2755	10
2756	18
2757	14
2758	17
2759	12
2760	8
2761	12
2762	8
2763	19
2764	14
2765	9
2766	18
2767	12
2768	14
2769	15
2770	15
2771	10
2772	6
2773	9
2774	8
2775	18
2776	13
2777	11
2778	17
2779	7
2780	10
2781	14
2782	14
2783	14
2784	16
2785	9
2786	9
2787	9
2788	8
2789	9
2790	14
2791	11
2792	5
2793	13
2794	12
2795	12
2796	17
2797	10
2798	10
2799	16
2800	9
2801	14
2802	14
2803	24
2804	15
2805	11
2806	17
2807	11
2808	7
2809	10
2810	11
2811	13
2812	10
2813	10
2814	16
2815	13
2816	9
2817	10
2818	10
2819	9
2820	11
2821	17
2822	10
2823	15
2824	11
2825	8
2826	11
2827	16
2828	12
2829	13
2830	11
2831	14
2832	14
2833	9
2834	13
2835	8
2836	12
2837	8
2838	15
2839	13
2840	13
2841	8
2842	16
2843	7
2844	12
2845	13
2846	14
2847	10
2848	15
2849	8
2850	11
2851	12
2852	16
2853	12
2854	10
2855	12
2856	10
2857	14
2858	16
2859	12
2860	9
2861	9
2862	11
2863	11
2864	10
2865	18
2866	16
2867	7
2868	9
2869	7
2870	9
2871	11
2872	7
2873	4
2874	6
2875	14
2876	15
2877	16
2878	8
2879	8
2880	11
2881	13
2882	18
2883	18
2884	8
2885	17
2886	11
2887	13
2888	9
2889	8
2890	15
2891	8
2892	11
2893	6
2894	12
2895	10
